Notícia,Título,Link
"O Fórum Nacional sobre Crimes Econômico-Financeiros que seria realizado no final de março foi adiado devido ao avanço do novo coronavírus. A segunda edição do evento deve acontecer entre entre os dia 3 e 5 de agosto deste ano, em Curitiba. Thomas Sargent, especialista em macroeconomia e vencedor do prêmio Nobel de Economia em 2011, viria para o evento discutir os choques estruturais e a tecnologia na economia. Segundo a organização, as inscrições já confirmadas serão automaticamente direcionadas para a nova data. Caso não seja possível participar em agosto será preciso solicitar o reembolso do valor pago pelo e-mail operacional@markmesse.com.br.",Evento com Nobel de Economia é adiado devido ao avanço do coronavírus,https://www.gazetadopovo.com.br/republica/breves/evento-nobel-de-economia-adiado-coronavirus/
"O governador do Espírito Santo, Renato Casagrande (PSB), decretou situação de emergência na saúde pública por causa do coronavírus. O decreto foi publicado no Diário Oficial desta segunda-feira (16), e estabelece uma série de medidas sanitárias e administrativas para a prevenção, controle e contenção de riscos decorrentes da epidemia do novo coronavírus. Com o decreto, o estado poderá ""estabelecer isolamento; quarentena; exames médicos; testes laboratoriais; coleta de amostras clínicas; vacinação e outras medidas profiláticas; tratamentos médicos específicos; estudo ou investigação epidemiológica; exumação, necropsia, cremação e manejo de cadáver; e campanha de comunicação para utilidade pública"". Ainda de acordo com o governador, serão disponibilizados 120 leitos nas cidades de Vila Velha, Serra e Cariacica, para atender pacientes com o novo coronavírus. Até agora, segundo a Sesa, quatro pessoas foram diagnosticadas com a doença no estado: três na Grande Vitória e uma em Linhares, na região norte.",Espírito Santo declara situação de emergência na saúde por causa do coronavírus,https://www.gazetadopovo.com.br/republica/breves/coronavirus-espirito-santo-emergencia-saude/
"O secretário estadual de Saúde do Rio, Edmar Santos, fez um apelo na manhã desta segunda-feira (16) para que a população evite ao máximo sair de casa. O fim de semana de praias lotadas e bares cheios preocupou as autoridades, que consideraram o comportamento incompatível com a atual epidemia do novo coronavírus. A previsão é de que o estado registre 24 mil novos casos dentro de um mês. No sistema público de saúde, já faltam leitos de UTI. Na noite de domingo (15), o Rio registrou o primeiro caso grave de COVID-19 – o de um senhor de mais de 60 anos, que está internado na rede privada. De acordo com o último boletim da secretaria, o estado tem 24 casos confirmados e 95 suspeitos. ""As pessoas só devem sair de casa agora se tiverem que ir trabalhar, se não conseguirem trabalhar de casa, em home office, se forem comprar comida ou remédio, ou se tiverem que ir a um médico"", afirmou o secretário, em entrevista ao Bom dia Rio, da TV Globo.",Secretário de Saúde do Rio pede à população que evite sair de casa,https://www.gazetadopovo.com.br/republica/breves/secretario-saude-rio-de-janeiro-coronavirus/
"O Conselho Monetário Nacional (CNM) anunciou, nesta segunda-feira (16), duas medidas de estímulo para combater os efeitos da pandemia do novo coronavírus na economia brasileira. Ambas têm impacto sobre o crédito. A primeira delas dispensa os bancos de aumentarem a reserva de capital para casos em que há sinal de calote. De acordo com o comunicado do Banco Central (BC), a intenção é facilitar a renegociação de operações de créditos para empresas e famílias que têm boa capacidade financeira. A medida vale por 6 meses e deve disponibilizar R$ 3,2 trilhões ao mercado de crédito. O CNM também decidiu reduzir a exigência dos bancos em manter capital junto ao Banco Central. Com isso, as instituições financeiras terão capacidade de emprestar mais R$ 637 bilhões. As medidas foram aprovadas em reunião extraordinária do CMN.  ""Por fim, cabe ressaltar que o BC continuará monitorando o Sistema Financeiro Nacional e a atividade econômica, e não hesitará em usar todo o seu arsenal para assegurar a estabilidade financeira e o bom funcionamento dos mercados"", conclui o comunicado.",Conselho Monetário Nacional anuncia medidas para aumentar disponibilidade de crédito,https://www.gazetadopovo.com.br/economia/breves/conselho-monetario-nacional-medidas-coronavirus-credito/
"A decisão do Federal Reserve (Fed, o Banco Central dos EUA) de reduzir a taxa de juros deve aumentar, no Brasil, a pressão para que o Comitê de Política Monetária do Banco Central (Copom) mantenha o ciclo de redução da taxa básica, a Selic. A decisão do órgão vai sair na quarta-feira (18). Quando cortou a Selic de 4,5% para 4,25%, no início de fevereiro o Copom chegou a indicar que o ciclo de afrouxamento monetário – iniciado ainda em julho de 2019 – poderia ser encerrado. Mas, na leitura do mercado, essa postura mudou logo depois de o Fed anunciar o primeiro corte de juros. O Copom se reúne a cada 45 dias para definir a Selic, buscando o cumprimento da meta de inflação. Para 2020, a meta é de 4% (com tolerância entre 2,5% e 5,5%). Com a inflação sob controle, o maior receio é com relação à perspectiva para o PIB. A estimativa é de avanço de até 1,5%. O próprio Ministério da Economia alterou sua previsão, de 2,4% para 2,1%.",Novo corte de juros do BC americano aumenta pressão sobre Selic no Brasil,https://www.gazetadopovo.com.br/economia/breves/juros-eua-fed-selic-brasil-queda/
"O ministro da Economia, Paulo Guedes, afirmou que o governo tem uma ""arma mais potente"" para combater a pandemia do coronavírus, além das medidas emergenciais que já foram anunciadas pelo governo. ""Vamos trabalhar com diques de contenção. Se uma parede cair, reforçamos a seguinte. Se a outra ceder, vamos à próxima"", disse, em entrevista ao jornal Folha de S. Paulo. O ministro, entretanto, não deu mais detalhes sobre a medida.","Guedes diz que governo tem “arma mais potente” contra coronavírus, mas não revela detalhes",https://www.gazetadopovo.com.br/republica/breves/coronavirus-paulo-guedes-combate-pandemia/
"Em entrevista ao jornal Folha de S. Paulo, publicada nesta segunda (16), o ministro da Economia, Paulo Guedes, sugeriu que deputados e senadores façam teletrabalho para aprovar reformas enviadas pelo governo. ""Vão para casa, conversem com os assessores por telefone e preparem o voto"", sugeriu. Questionado sobre a possibilidade de os parlamentares votarem à distância, Guedes afirmou não saber se a proposta é viável. ""O que não pode é o Brasil parar por falta de respostas. Também podem votar em caráter de urgência"", concluiu.",Guedes sugere teletrabalho no Congresso: “O Brasil não pode parar por falta de respostas”,https://www.gazetadopovo.com.br/republica/breves/paulo-guedes-entrevista-teletrabalho-congresso-reformas/
"O ministro da Economia, Paulo Guedes, disse, em entrevista ao jornal Folha de S. Paulo, que o governo pode rever a meta de resultado primário por conta da pandemia de coronavírus. ""Se for o caso, vamos [rever], sim"", afirmou. Questionado sobre a possibilidade de flexibilização do teto de gastos, porém, Guedes disse que o momento não é para pânico, e que fazer esse movimento agora seria sinalizar que ""o Brasil vai abrir mão da disciplina fiscal"". ""Essas pessoas [que sugerem a flexibilização do teto] não estão ajudando. Estão atrapalhando. (...) O que posso garantir é que não vai faltar dinheiro para combater a crise"", concluiu.",Paulo Guedes sinaliza revisão da meta de resultado primário por causa do coronavírus,https://www.gazetadopovo.com.br/republica/breves/paulo-guedes-revisao-metas-fiscais-coronavirus/
"Por causa da pandemia do novo coronavírus, o presidente do Supremo Tribunal Federal (STF), Dias Toffoli, que estava em missão oficial no Marrocos, decidiu antecipar o retorno ao Brasil. A viagem provocou mal-estar entre ministros e servidores do STF e do Conselho Nacional de Justiça (CNJ). As Cortes, a exemplo de outro órgãos públicos, têm estabelecido medidas internas para evitar a aglomeração de pessoas em suas dependências, como a suspensão de eventos e de público em parte de suas sessões. À frente do STF e do CNJ, Toffoli editou atos normativos com o objetivo de ajudar a conter a pandemia. Ministros do STF discutem reservadamente se é o caso de cancelar as sessões presenciais, mas nada foi decidido ainda.","Em meio à crise do coronavírus, Dias Toffoli antecipa volta ao Brasil",https://www.gazetadopovo.com.br/republica/breves/dias-toffoli-marrocos-volta-coronavirus/
"O governador de São Paulo, João Doria (PSDB), anunciou na noite deste domingo (15), em entrevista à Globo News,  uma série de medidas para combater o avanço do novo coronavírus. Pela decisão do governo, a partir de terça-feira (17), servidores públicos com mais de 65 anos, à exceção dos profissionais de saúde e de segurança pública, deverão trabalhar de casa. Além disso, museus, teatros, bibliotecas e centros de convivência de idosos geridos pelo estado ficarão fechados por 30 dias. A recomendação do governo é para que casas de espetáculos encerem as atividades pelo mesmo período.",Governo de São Paulo institui teletrabalho para servidores e fecha espaços públicos por 30 dias,https://www.gazetadopovo.com.br/republica/breves/governo-de-sao-paulo-institui-teletrabalho-para-servidores-e-fecha-espacos-publicos-por-30-dias/
"O presidente da Câmara, Rodrigo Maia (DEM-RJ), se manifestou sobre os atos a favor do presidente Jair Bolsonaro e contra o Congresso, que ocorreram neste domingo (15). No Twitter, Maia afirmou que o presidente ""ignora e desautoriza o seu ministro da Saúde e os técnicos do ministério, fazendo pouco caso da pandemia e encorajando as pessoas a sair às ruas"". ""O Presidente da República deveria estar no Palácio coordenando um gabinete de crise para dar respostas e soluções para o país.  Mas, pelo visto, ele está mais preocupado em assistir às manifestações que atentam contra as instituições e a saúde da população"", completou o deputado. Veja a íntegra:","No Twitter, Maia critica Bolsonaro: “Faz pouco caso da pandemia de coronavírus”",https://www.gazetadopovo.com.br/republica/breves/rodrigo-maia-atos-bolsonaro-15-marco/
"O Ministério da Saúde e a Agência Nacional de Vigilância Sanitária (Anvisa) não comentaram até o momento a presença do presidente Jair Bolsonaro em manifestação pró-governo, anti-Congresso e anti-STF realizada neste domingo (15/03) em diversas cidades do país. Procurado, o ministro Luiz Henrique Mandetta (DEM) também não comentou o assunto. Já o diretor-presidente substituto da Anvisa, Antonio Barra Torres, chegou a acompanhar Bolsonaro no ato, o que causou perplexidade em técnicos da área da Saúde do governo.O Ministério da Saúde fez recomendações na semana passada para que eventos com aglomerações fossem cancelados, adiados ou realizados sem público. Ontem, após pressão do setor de turismo, a pasta recuou e orientou a medida apenas para locais com transmissão local da doença, o que não é o caso de Brasília. Mesmo assim, Bolsonaro atropelou a cartilha sanitária que o governo prega ao cumprimentar apoiadores e tocar em diversos celulares para fazer selfies. Em alguns momentos, chegou a colar o rosto ao de apoiadores para fazer fotos. Fontes médicas e do governo informaram que a recomendação para o presidente era permanecer em isolamento até a próxima quarta-feira, quando completa o prazo de sete dias de seu último contato com o secretário de Comunicação, Fabio Wajngarten, infectado com o coronavírus.",Ministério da Saúde se cala sobre Bolsonaro atropelar cartilha sanitária em ato,https://www.gazetadopovo.com.br/republica/breves/ministerio-da-saude-se-cala-sobre-bolsonaro-atropelar-cartilha-sanitaria-em-ato/
"O Brasil tem 200 casos confirmados de covid-19, o novo coronavírus, segundo balanço divulgado pelo Ministério da Saúde na noite deste domingo (15). São 79 novos registros em relação ao boletim divulgado no sábado e o número de estados infectados subiu para 15. São Paulo é o estado com maior número de casos da doença, 136 no total, seguido pelo Rio de Janeiro, com 24, do Distrito Federal, com 8, e dos três estados do Sul, com 6 casos em cada um. Os dados mostram que nas cidades de Rio de Janeiro e São Paulo há transmissão comunitária ou sustentada, quando há casos de pessoas que não viajaram e não têm vínculo com caso confirmado registrado.","Brasil chega a 200 casos de coronavírus, aponta o Ministério da Saúde",https://www.gazetadopovo.com.br/republica/breves/brasil-tem-176-casos-de-coronavirus-aponta-o-ministerio-da-saude/
"O diretor-presidente substituto da Agência Nacional de Vigilância Sanitária (Anvisa), Antonio Barra Torres, acompanhou o presidente Jair Bolsonaro em ato pró-governo neste domingo (15), em Brasília. Na companhia do médico e contra-almirante da Marinha, Bolsonaro se aproximou dos manifestantes, fez selfies com o rosto colocado e tocou nas mãos das pessoas. A presença do diretor da Anvisa na manifestação causou perplexidade em técnicos da área da saúde do governo. Para eles, a ida de Bolsonaro ao ato acompanhado de Barra tira crédito da campanha de prevenção ao coronavírus que vinha sendo feita e confunde a população.",Presidente da Anvisa aparece ao lado de Bolsonaro em interação com manifestantes,https://www.gazetadopovo.com.br/republica/breves/presidente-anvisa-bolsonaro-atos-brasilia/
"O secretário-adjunto da Comunicação da Presidência, Samy Liberman, também foi confirmado com a covid-19, o novo coronavírus, segundo informaram ao jornal O Estado de S. Paulo integrantes do Palácio do Planalto. Ele é o braço direto do chefe da Secom, Fábio Wajngarten, o primeiro testar positivo após viagem com o presidente Jair Bolsonaro nos Estados Unidos.Com a confirmação de Liberman, sobe para sete o número de pessoas confirmadas com a covid-19 que estiveram próximas a Bolsonaro. Além dos dois integrantes da Secom, testaram positivo o encarregado de Negócios do Brasil nos Estados Unidos, o embaixador Nestor Forster, o senador Nelsinho Trad (PTB-MS), a advogada Karina Kufa e o publicitário Sérgio Lima e o prefeito de Miami, Francis Suarez.",Sétima pessoa próxima a Bolsonaro testa positivo para o coronavírus,https://www.gazetadopovo.com.br/republica/breves/numero-2-da-secretaria-de-comunicacao-esta-com-coronavirus/
"O maior entrave hoje às investigações sobre o assassinato da vereadora do Rio Marielle Franco (Psol) e do motorista Anderson Gomes é a recusa de Google e Facebook em compartilharem informações sobre a movimentação online dos acusados do crime, o PM reformado Ronnie Lessa e o ex-PM Élcio Queiroz, segundo o Ministério Público do Rio. Ambos estão presos desde março do ano passado. De acordo com a coordenadora do Gaeco/MPRJ, Simone Sibilo, esses dados são cruciais para a continuidade das apurações e a descoberta de possíveis mandantes do crime. ""Nós já solicitamos o acesso e, hoje, nossos pedidos são alvos de mandados de segurança em análise no Superior Tribunal de Justiça"", disse. A quebra de sigilo dos dados de navegação de Lessa e Élcio foi autorizada pelo juiz Gustavo Kalil, do 4º Tribunal do Júri, mas as empresas recorreram. O assassinato ocorreu há dois anos, em 14 de março de 2018.",MP cobra acesso a dados no Facebook e no Google de acusados da morte de Marielle,https://www.gazetadopovo.com.br/republica/breves/mariele-investigacao-mp-facebook-google/
"Em comunicado, a Polícia Civil do Rio de Janeiro atestou que o ex-ministro Gustavo Bebianno morreu em decorrência de um infarto agudo do miocárdio. O documento, feito com base em informações do Instituto Médico Legal (IML), diz que Bebianno teria sofrido uma queda logo após sentir-se mal, ""o que teria gerado ainda uma lesão na cabeça"". Bebianno, que tinha 56 anos, foi o titular da Secretaria-Geral da Presidência no início do mandado de Jair Bolsonaro. As informações são do jornal O Estado de S. Paulo.",Polícia Civil do Rio atesta que Bebianno morreu por infarto agudo do miocárdio,https://www.gazetadopovo.com.br/republica/breves/gustavo-bebianno-causa-morte-policia-rio/
"O ex-secretário geral da Presidência, Gustavo Bebianno, deixou uma carta endereçada ao presidente Jair Bolsonaro. Bebianno, que era pré-candidato à prefeitura do Rio de Janeiro, morreu neste sábado (14), aos 56 anos, após um infarto fulminante. Ele falou sobre a carta em entrevista ao jornal O Globo, publicada somente neste sábado (14). ""Um dia vou publicar essa carta. Uma carta linda, de irmão. Entreguei nas mãos do Carlos Vereza, para que entregasse ao Jair. Entreguei também ao Onyx [Lorenzoni] e ao general Santa Rosa [ex-secretário de Assuntos Estratégicos, que se demitiu em dezembro]"", afirmou Bebianno. Ao jornal, o ator Carlos Vereza disse que entregará a carta à viúva de Bebianno, para que ela decida o que fazer.","Em entrevista antes de morrer, Bebianno disse ter escrito carta a Bolsonaro",https://www.gazetadopovo.com.br/republica/breves/gustavo-bebianno-carta-jair-bolsonaro/
"Segundo o Ministério da Defesa, não há nenhuma sinalização até agora em relação a fechamento de fronteira de Roraima com a Venezuela e a Guiana por causa do coronavírus, como pediu o governador do Estado, Antonio Denarium, ao ministro da Saúde, Luiz Henrique Mandetta. Os militares reconhecem que a preocupação do governador é justa, principalmente em relação aos venezuelanos. Não há informações concretas de como está se disseminando a doença no país vizinho, que enfrenta problemas de censura na imprensa, além de grave crise econômica e social causada pela ditadura de Nicolás Maduro. Os militares lembram que, mesmo antes da pandemia, o número de venezuelanos fugindo do país era imenso e trouxe demasiados problemas ao estado de Roraima. Com o coronavírus se espalhando, e a falta de hospitais e atendimento, o serviço de saúde do estado se esgotaria.O ministério ainda informou que, até o fim de sexta-feira, não havia recebido nenhuma confirmação positiva para coronavírus entre os militares do Exército, Marinha e Aeronáutica. Até então, não havia nenhuma confirmação, também, entre os militares que estavam no voo que trouxe o presidente Jair Bolsonaro e sua comitiva de Miami para Brasília na terça-feira. Estava nesse voo o secretário de Comunicação Social da Presidência, Fábio Wajngarten, que apresentou resultado positivo para o Covid-19.",Defesa descarta fechamento de fronteira no Norte do país por coronavírus,https://www.gazetadopovo.com.br/republica/breves/defesa-descarta-fechamento-de-fronteira-no-norte-do-pais-por-coronavirus/
"O teste do presidente do Senado, Davi Alcolumbre (DEM-AP), para coronavírus deu negativo, segundo a assessoria do Senado. Alcolumbre não tinha sintomas da doença, mas realizou o exame após ter contato com algumas pessoas suspeitas de estarem com o vírus. Depois de voltar de viagem dos Estados Unidos, o senador Nelsinho Trad (PSD-MS) estava com o novo coronavírus, mas ainda não sabia. Neste período, ele se reuniu com parlamentares, embaixadores, ministros e com Alcolumbre. O senador também presidiu a sessão de uma comissão no Congresso e participou até de encontro para discutir o avanço do Covid 19 no país.Segundo a assessoria do Senado, por enquanto as atividades legislativas continuam com sessão conjunta do Congresso Nacional convocada para a próxima terça-feira, dia 17, às 11 horas. O presidente da Câmara, Rodrigo Maia (DEM-RJ), também descarta até este momento qualquer mudança no cronograma das atividades do plenário. Entretanto, o cenário está em constante acompanhamento e avaliação pela presidência do Congresso.",Alcolumbre testa negativo para coronavírus,https://www.gazetadopovo.com.br/republica/breves/alcolumbre-testa-negativo-para-coronavirus/
"Centrais sindicais e movimentos sociais decidiram suspender as manifestações de rua contra o governo, que estavam marcadas para a próxima quarta-feira. A medida segue a orientação da Organização Mundial da Saúde (OMS) de evitar aglomerações para diminuir a propagação da pandemia de coronavírus. Os atos eram contrários à agenda de reformas econômicas promovidas pelo governo Jair Bolsonaro e favoráveis à revogação da lei do teto de gastos.Em reunião realizada na quinta-feira, a Força Sindical, a União Geral dos Trabalhadores (UGT), a Central dos Sindicatos Brasileiros (CSB) e a Nova Central Sindical dos Trabalhadores (NCST) propuseram o cancelamento dos protestos. Em uma nota conjunta divulgada pelo Twitter, as entidades falam em ""severa cautela"" para evitar a proliferação do Covid 19, mas defendem que os trabalhadores não deixem de lutar contra ""mazelas promovidas pelo governo Bolsonaro"". A Central Única dos Trabalhadores (CUT), que também esteve presente à reunião, decidiu manter o calendário de mobilização para o dia 18, mas deve reavaliar a realização de atos públicos na próxima segunda-feira. A entidade afirmou que, diante da crise, o governo precisa atuar para garantir a preservação dos empregos e a retomada da economia.",Coronavírus faz centrais sindicais suspenderem protestos do dia 18,https://www.gazetadopovo.com.br/republica/breves/coronavirus-faz-centrais-sindicais-suspenderem-protestos-do-dia-18/
"O ex-ministro Gustavo Bebianno morreu aos 56 anos após ter um infarto fulminante na madrugada deste sábado (14) em seu sítio em Teresópolis. Coordenador da campanha de Jair Bolsonaro em 2018, ele era pré-candidato a prefeito pelo PSDB no Rio.As informações são do presidente estadual do PSDB no Rio, o empresário Paulo Marinho. Bebianno estava em casa com seu filho quando se sentiu mal, por volta das 4h, Ao ir ao banheiro tomar um remédio, ele desmaiou. Bebianno foi levado para um hospital da cidade, onde morreu. Ainda não há informações sobre o velório.Em nota divulgada na manhã deste sábado, o PSDB/RJ lamentou a morte do ex-ministro. ""O Brasil perde hoje um grande homem, que muito fez pelo país. Sempre será motivo de orgulho para o PSDB/RJ ter a passagem de Gustavo Bebbiano registrada em sua história"".","Ex-ministro de Bolsonaro, Gustavo Bebianno morre aos 56 anos",https://www.gazetadopovo.com.br/republica/breves/ex-ministro-de-bolsonaro-gustavo-bebianno-morre-aos-56-anos/
"O senador Nelsinho Trad (PSD-MS) e o encarregado de negócios do Brasil em Washington, embaixador Nestor Foster, testaram positivo para o coronavírus. Ambos estiveram na comitiva que acompanhou o presidente da República Jair Bolsonaro aos Estados Unidos e fizeram o exame após o secretário de Comunicação, Fabio Wajngarten, ser diagnosticado com covid-19. Trad é o primeiro parlamentar brasileiro acometido pelo coronavírus e participou de reuniões no Congresso antes de ir para autoisolamento. Com mais essas confirmações já são quatro os integrantes da viagem que foram contaminados com o vírus, incluindo a advogada de Bolsonaro e tesoureira do Aliança pelo Brasil, Karina Kufa. O presidente Jair Bolsonaro testou negativo para a doença, mas segue isolado e fará novo teste semana que vem.",Mais dois membros da comitiva de Bolsonaro têm coronavírus,https://www.gazetadopovo.com.br/republica/breves/mais-dois-membros-da-comitiva-de-bolsonaro-tem-coronavirus/
"O deputado federal Eduardo Bolsonaro foi ao Twitter na noite desta sexta-feira (13) para comentar o que chamou de ""confusão"" envolvendo o diagnóstico do seu pai, o presidente Jair Bolsonaro, divulgado como positivo no fim da manhã pela emissora norte-americana Fox News, citando como fonte da informação o próprio Eduardo. A situação foi abordada pouco antes das postagens do parlamentar em reportagem do Jornal Nacional, da Rede Globo. A tevê brasileira entrou em contato com a empresa dos EUA, que informou ter recebido a confirmação sobre a testagem positiva de um porta-voz de Eduardo Bolsonaro chamado Alex Phares. Em sua rede social, o deputado negou que tal pessoa trabalhe para ele e que tenha porta-voz no exterior. Eduardo ainda escreveu: ""Ocorreu um erro na @FoxNews e isso acontece. Muitos nas redes sociais querem me ver brigando com a FOX, mas não farei isso pois conheço a conduta da emissora e reconheço a sua credibilidade"". Por fim, o filho do presidente escreveu: ""jamais recebi notícia que o Pres. Jair Bolsonaro testou positivo p coronavírus. Nunca mudei de opinião, pois só tive uma opinião: esperar os resultados oficiais e aguardar o pronunciamento oficial da Presidência da República, que deu NEGATIVO para coronavírus"".",Eduardo fala em erro de emissora e nega ter confirmado Bolsonaro com coronavírus,https://www.gazetadopovo.com.br/republica/breves/eduardo-nega-ter-confirmado-bolsonaro-com-coronavirus/
"O ministro do Tribunal de Contas da União, Bruno Dantas, acatou pedido feito pelo governo federal e deu medida cautelar que garante à equipe de Paulo Guedes amparo legal para não cumprir a ampliação do Benefício de Prestação Continuada. De acordo com O Globo, o ministro Bruno Dantas decidiu com base em um acórdão de 2019 que impede a execução de quaisquer despesas sem previsão no orçamento anual e sem a indicação de fonte da despesa adicional - a ampliação do BPC é calculada em mais de R$ 20 bilhões. Mais essa conta foi colocada no colo do governo pelo Congresso, que derrubou na tarde da quarta-feira (11) um veto do presidente Jair Bolsonaro ao projeto que aumenta de um quarto para meio salário mínimo o limite de renda familiar per capita para acesso ao Benefício de Prestação Continuada - pago a idosos e pessoas com deficiência. A decisão de Dantas ainda precisa ser ratificada pelo plenário da corte na próxima semana.Siga a Gazeta do Povo no Instagram.",TCU atende governo e suspende ampliação de acesso do benefício ao idoso,https://www.gazetadopovo.com.br/republica/breves/tcu-atende-governo-e-suspende-ampliacao-do-bpc/
"Horas depois de afirmar que não havia necessidade de suspender aulas ou cancelar eventos no estado, o governador de São Paulo, João Doria (PSDB), mudou de posição e disse nesta sexta-feira (13) em coletiva de imprensa, que o ensino público vai suspender aulas a partir do dia 23 e recomendou o cancelamento de eventos com mais de 500 pessoas. No ensino, as atividades serão suspensas de forma gradual a partir da próxima segunda-feira, dia 16. Nesse ínterim, as escolas continuarão abertas e terão orientações para as famílias dos alunos. Segundo a Secretaria de Educação, será feito um planejamento do governo junto com as famílias e será dado um prazo de 10 dias para que pais e estudantes se organizem. Ainda não há data para a retomada das atividades letivas. As mesmas medidas serão tomadas pela prefeitura de São Paulo e a recomendação é para que as escolas particulares sigam o mesmo procedimento.",Coronavírus: Doria suspende aulas e recomenda cancelar eventos,https://www.gazetadopovo.com.br/republica/breves/coronavirus-doria-suspende-aulas/
"O Podemos entrou com uma ação no Supremo Tribunal Federal (STF) para proibir por 30 dias a chegada ao Brasil de voos e embarcações provenientes da Europa e da Ásia. O partido também pediu à Suprema Corte que proíba a entrada em território brasileiro de estrangeiros que tenham circulado por países europeus e asiáticos ao longo dos últimos 14 dias, e que tropas militares brasileiras sejam enviadas às regiões de fronteira para controle do fluxo de pessoas possivelmente infectadas pelo covid-19. A sigla aponta omissão do presidente Jair Bolsonaro na adoção de medidas suficientes para contenção da pandemia do coronavírus, ao não restringir voos e embarcações provenientes da Ásia e da Europa, onde foram registrados milhares de casos de pessoas infectadas.",Podemos entra com ação para impedir por 30 dias voos da Europa e da Ásia,https://www.gazetadopovo.com.br/republica/breves/podemos-stf-voos-europa-asia-proibicao-coronavirus/
"""Enquanto durar a declaração de emergência, os cruzeiros turísticos estarão interrompidos"", afirmou nesta sexta-feira (13) o secretário de Vigilância em Saúde, Wanderson Oliveira. A determinação passa a valer imediatamente para evitar a propagação do coronavírus entre passageiros. Segundo ele, há mais de 20 cruzeiros marítimos programados no país e o Ministério deve entrar em contato com gestores do Turismo para notificar sobre a proibição. ""Muitos idosos se concentram nesses locais, onde historicamente a transmissão respiratória é mais facilitada"", afirmou Oliveira. O secretário disse ainda que o governo terá de avaliar medidas para cruzeiros em curso; uma hipótese é mandar encurtar o trajeto para que o navio retorne logo ao local de partida. Um navio foi posto em quarentena em Recife após um passageiro apresentar sintomas da doença; o isolamento nesse cruzeiro permanece até a divulgação do resultado do exame.",Saúde proíbe cruzeiros marítimos durante crise da covid-19,https://www.gazetadopovo.com.br/republica/breves/saude-proibe-cruzeiros-covid-19/
"O ministro da Saúde, Henrique Mandetta, anunciou nesta sexta-feira (13) que fará a liberação de R$ 420 a 430 milhões para aplicação por parte dos estados, dentro dos planos de contingenciamento ao coronavírus, para prevenir o avanço da covid-19. Segundo Mandetta, estes recursos não serão carimbados, cabendo a cada gestão estadual definir a melhor forma de aplicação. O plano levou em conta o cálculo de R$ 2 per capita. Segundo Mandetta, só para São Paulo os recursos liberados devem chegar a R$ 94 milhões. Ainda segundo o ministro, a pasta separou R$ 1 bilhão para que as Unidades de Pronto Atendimento (UPAs) possam funcionar em períodos estendidos para o devido atendimento à população.","Estados receberão R$ 420 a 430 milhões para conter coronavírus, diz Mandetta",https://www.gazetadopovo.com.br/republica/breves/estados-recursos-contingenciamento-coronavirus/
"O Ministério da Saúde deixará de impor a busca ativa por casos leves do novo coronavírus em cidades com confirmação da transmissão comunitária da doença, ou seja, quando não é mais possível identificar quem infectou quem. A ideia é que estes locais passem a realizar testes para a doença apenas de casos graves em UTI, deixando de lado os exames em contatos próximos de quem já foi diagnosticado. A estratégia é mais restrita do que aquela prevista pelo governo em seu plano nacional de contingência, que determina reduzir a busca por casos leves no país quando 100 pacientes forem confirmados. O ministério já contabiliza 98. O secretário de Vigilância em Saúde, Wanderson Oliveira, disse nesta sexta-feira (13) que o plano deve ser alterado, pois o governo deseja observar mais casos da doença antes de decidir parar a busca ativa por pacientes leves. A mudança de orientação do governo federal para o Rio e São Paulo (que já apresentam a transmissão comunitária) marca a entrada desses municípios na fase de mitigação da doença, quando o objetivo é salvar vidas.",Governo vai reduzir testes onde há casos do coronavírus sem origem identificada,https://www.gazetadopovo.com.br/republica/breves/governo-quer-reduzir-testes-coronavirus/
"Apesar de ter testado negativo para o coronavírus, o presidente Jair Bolsonaro permanece em isolamento e deve repetir o exame de detecção nos próximos dias, conforme apurou O Estado de S.Paulo. Bolsonaro deve ficar em quarentena por pelo menos sete dias, de acordo com o cardiologista Leandro Echenique, ouvido pela reportagem. O isolamento conta a partir do contato prolongado com o secretário de Comunicação, Fabio Wajngarten, que esteve na comitiva que acompanhou o presidente na viagem oficial aos EUA, apresentou sintomas e foi diagnosticado com covid-19.","Bolsonaro fará 2º teste para coronavírus e segue em quarentena, diz jornal",https://www.gazetadopovo.com.br/republica/breves/bolsonaro-fara-novo-teste-e-continua-em-quarentena-coronavirus/
"Os órgãos públicos federais devem evitar mandar servidores para viagens a trabalho ao exterior e, caso a viagem seja indispensável, o trabalhador que voltar de outros países deverá ficar isolado e trabalhar de casa por 14 dias. As medidas constam de instrução normativa do Ministério da Economia publicada nesta sexta (13) no Diário Oficial da União, com orientações para órgãos federais evitarem o avanço do coronavírus. Além das restrições a viagens, os órgãos públicos deverão reavaliar criteriosamente a necessidade de realização de eventos e reuniões com elevado número de participantes, enquanto durar a pandemia decretada pela Organização Mundial da Saúde (OMS).",Servidores federais que voltarem do exterior ficarão isolados,https://www.gazetadopovo.com.br/republica/breves/servidores-federais-que-voltarem-do-exterior-ficarao-isolados/
